Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[strain]	Characteristics[individual]	Characteristics[sex]	Characteristics[age]	Unit[time unit]	Term Source REF	Term Accession Number	Characteristics[developmental stage]	Characteristics[organism part]	Characteristics[sampling site]	Characteristics[genotype]	Characteristics[injury]	Material Type	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRATEGY]	Comment[cdna read]	Comment[cdna read offset]	Comment[cdna read size]	Comment[cell barcode offset]	Comment[cell barcode read]	Comment[cell barcode size]	Comment[end bias]	Comment[input molecule]	Comment[library construction]	Comment[primer]	Comment[sample barcode offset]	Comment[sample barcode read]	Comment[sample barcode size]	Comment[single cell isolation]	Comment[spike in]	Comment[umi barcode offset]	Comment[umi barcode read]	Comment[umi barcode size]	Protocol REF	Performer	Assay Name	Comment[technical replicate group]	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[BAM_URI]	Comment[read1 file]	Comment[FASTQ_URI]	Comment[read2 file]	Comment[FASTQ_URI]	Comment[index1 file]	Comment[FASTQ_URI]	Factor Value[injury]	Factor Value[age]	Unit[time unit]
EXT148	ERS5599858	SAMEA7853379	Mus musculus	C57BL/6J	EXT148	male	9 to 11	week	EFO	UO_0000003	adult	pituitary gland	anterior pituitary	GHCre/+;R26iDTR/+	cell-ablation injury	cell	P-MTAB-105715	KU Leuven	P-MTAB-105716	KU Leuven	P-MTAB-105717	KU Leuven	P-MTAB-105712	VIB-CCB	P-MTAB-105713	VIB-CCB	EXT148	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-105714	VIB-CCB	scrEXT148_mm10_S12_L001	SAMEA7853379	sequencing assay	ERX4978543	scrEXT148_mm10_S12_L001.bam	scrEXT148_mm10_S12_L001.bam	ERR5173682	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR517/ERR5173682/scrEXT148_mm10_S12_L001.bam	scrEXT148_mm10_S12_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT148_mm10_S12_L001_R1_001.fastq.gz	scrEXT148_mm10_S12_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT148_mm10_S12_L001_R2_001.fastq.gz	scrEXT148_mm10_S12_L001_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT148_mm10_S12_L001_I1_001.fastq.gz	cell-ablation injury	9 to 11	week
EXT148	ERS5599858	SAMEA7853379	Mus musculus	C57BL/6J	EXT148	male	9 to 11	week	EFO	UO_0000003	adult	pituitary gland	anterior pituitary	GHCre/+;R26iDTR/+	cell-ablation injury	cell	P-MTAB-105715	KU Leuven	P-MTAB-105716	KU Leuven	P-MTAB-105717	KU Leuven	P-MTAB-105712	VIB-CCB	P-MTAB-105713	VIB-CCB	EXT148	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-105714	VIB-CCB	scrEXT148_mm10_S12_L002	SAMEA7853379	sequencing assay	ERX4978543	scrEXT148_mm10_S12_L002.bam	scrEXT148_mm10_S12_L002.bam	ERR5173683	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR517/ERR5173683/scrEXT148_mm10_S12_L002.bam	scrEXT148_mm10_S12_L002_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT148_mm10_S12_L002_R1_001.fastq.gz	scrEXT148_mm10_S12_L002_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT148_mm10_S12_L002_R2_001.fastq.gz	scrEXT148_mm10_S12_L002_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT148_mm10_S12_L002_I1_001.fastq.gz	cell-ablation injury	9 to 11	week
EXT148	ERS5599858	SAMEA7853379	Mus musculus	C57BL/6J	EXT148	male	9 to 11	week	EFO	UO_0000003	adult	pituitary gland	anterior pituitary	GHCre/+;R26iDTR/+	cell-ablation injury	cell	P-MTAB-105715	KU Leuven	P-MTAB-105716	KU Leuven	P-MTAB-105717	KU Leuven	P-MTAB-105712	VIB-CCB	P-MTAB-105713	VIB-CCB	EXT148	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-105714	VIB-CCB	scrEXT148_mm10_S17_L001	SAMEA7853379	sequencing assay	ERX4978543	scrEXT148_mm10_S17_L001.bam	scrEXT148_mm10_S17_L001.bam	ERR5173684	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR517/ERR5173684/scrEXT148_mm10_S17_L001.bam	scrEXT148_mm10_S17_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT148_mm10_S17_L001_R1_001.fastq.gz	scrEXT148_mm10_S17_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT148_mm10_S17_L001_R2_001.fastq.gz	scrEXT148_mm10_S17_L001_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT148_mm10_S17_L001_I1_001.fastq.gz	cell-ablation injury	9 to 11	week
EXT148	ERS5599858	SAMEA7853379	Mus musculus	C57BL/6J	EXT148	male	9 to 11	week	EFO	UO_0000003	adult	pituitary gland	anterior pituitary	GHCre/+;R26iDTR/+	cell-ablation injury	cell	P-MTAB-105715	KU Leuven	P-MTAB-105716	KU Leuven	P-MTAB-105717	KU Leuven	P-MTAB-105712	VIB-CCB	P-MTAB-105713	VIB-CCB	EXT148	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-105714	VIB-CCB	scrEXT148_mm10_S17_L002	SAMEA7853379	sequencing assay	ERX4978543	scrEXT148_mm10_S17_L002.bam	scrEXT148_mm10_S17_L002.bam	ERR5173685	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR517/ERR5173685/scrEXT148_mm10_S17_L002.bam	scrEXT148_mm10_S17_L002_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT148_mm10_S17_L002_R1_001.fastq.gz	scrEXT148_mm10_S17_L002_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT148_mm10_S17_L002_R2_001.fastq.gz	scrEXT148_mm10_S17_L002_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT148_mm10_S17_L002_I1_001.fastq.gz	cell-ablation injury	9 to 11	week
EXT148	ERS5599858	SAMEA7853379	Mus musculus	C57BL/6J	EXT148	male	9 to 11	week	EFO	UO_0000003	adult	pituitary gland	anterior pituitary	GHCre/+;R26iDTR/+	cell-ablation injury	cell	P-MTAB-105715	KU Leuven	P-MTAB-105716	KU Leuven	P-MTAB-105717	KU Leuven	P-MTAB-105712	VIB-CCB	P-MTAB-105713	VIB-CCB	EXT148	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-105714	VIB-CCB	scrEXT148_mm10_S31_L001	SAMEA7853379	sequencing assay	ERX4978543	scrEXT148_mm10_S31_L001.bam	scrEXT148_mm10_S31_L001.bam	ERR5173686	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR517/ERR5173686/scrEXT148_mm10_S31_L001.bam	scrEXT148_mm10_S31_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT148_mm10_S31_L001_R1_001.fastq.gz	scrEXT148_mm10_S31_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT148_mm10_S31_L001_R2_001.fastq.gz	scrEXT148_mm10_S31_L001_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT148_mm10_S31_L001_I1_001.fastq.gz	cell-ablation injury	9 to 11	week
EXT148	ERS5599858	SAMEA7853379	Mus musculus	C57BL/6J	EXT148	male	9 to 11	week	EFO	UO_0000003	adult	pituitary gland	anterior pituitary	GHCre/+;R26iDTR/+	cell-ablation injury	cell	P-MTAB-105715	KU Leuven	P-MTAB-105716	KU Leuven	P-MTAB-105717	KU Leuven	P-MTAB-105712	VIB-CCB	P-MTAB-105713	VIB-CCB	EXT148	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-105714	VIB-CCB	scrEXT148_mm10_S31_L002	SAMEA7853379	sequencing assay	ERX4978543	scrEXT148_mm10_S31_L002.bam	scrEXT148_mm10_S31_L002.bam	ERR5173687	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR517/ERR5173687/scrEXT148_mm10_S31_L002.bam	scrEXT148_mm10_S31_L002_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT148_mm10_S31_L002_R1_001.fastq.gz	scrEXT148_mm10_S31_L002_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT148_mm10_S31_L002_R2_001.fastq.gz	scrEXT148_mm10_S31_L002_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT148_mm10_S31_L002_I1_001.fastq.gz	cell-ablation injury	9 to 11	week
EXT148	ERS5599858	SAMEA7853379	Mus musculus	C57BL/6J	EXT148	male	9 to 11	week	EFO	UO_0000003	adult	pituitary gland	anterior pituitary	GHCre/+;R26iDTR/+	cell-ablation injury	cell	P-MTAB-105715	KU Leuven	P-MTAB-105716	KU Leuven	P-MTAB-105717	KU Leuven	P-MTAB-105712	VIB-CCB	P-MTAB-105713	VIB-CCB	EXT148	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-105714	VIB-CCB	scrEXT148_mm10_S31_L003	SAMEA7853379	sequencing assay	ERX4978543	scrEXT148_mm10_S31_L003.bam	scrEXT148_mm10_S31_L003.bam	ERR5173688	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR517/ERR5173688/scrEXT148_mm10_S31_L003.bam	scrEXT148_mm10_S31_L003_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT148_mm10_S31_L003_R1_001.fastq.gz	scrEXT148_mm10_S31_L003_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT148_mm10_S31_L003_R2_001.fastq.gz	scrEXT148_mm10_S31_L003_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT148_mm10_S31_L003_I1_001.fastq.gz	cell-ablation injury	9 to 11	week
EXT148	ERS5599858	SAMEA7853379	Mus musculus	C57BL/6J	EXT148	male	9 to 11	week	EFO	UO_0000003	adult	pituitary gland	anterior pituitary	GHCre/+;R26iDTR/+	cell-ablation injury	cell	P-MTAB-105715	KU Leuven	P-MTAB-105716	KU Leuven	P-MTAB-105717	KU Leuven	P-MTAB-105712	VIB-CCB	P-MTAB-105713	VIB-CCB	EXT148	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-105714	VIB-CCB	scrEXT148_mm10_S31_L004	SAMEA7853379	sequencing assay	ERX4978543	scrEXT148_mm10_S31_L004.bam	scrEXT148_mm10_S31_L004.bam	ERR5173689	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR517/ERR5173689/scrEXT148_mm10_S31_L004.bam	scrEXT148_mm10_S31_L004_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT148_mm10_S31_L004_R1_001.fastq.gz	scrEXT148_mm10_S31_L004_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT148_mm10_S31_L004_R2_001.fastq.gz	scrEXT148_mm10_S31_L004_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT148_mm10_S31_L004_I1_001.fastq.gz	cell-ablation injury	9 to 11	week
EXT149	ERS5599859	SAMEA7853380	Mus musculus	C57BL/6J	EXT149	male	9 to 11	week	EFO	UO_0000003	adult	pituitary gland	anterior pituitary	GH+/+;R26iDTR/+	none	cell	P-MTAB-105715	KU Leuven	P-MTAB-105716	KU Leuven	P-MTAB-105717	KU Leuven	P-MTAB-105712	VIB-CCB	P-MTAB-105713	VIB-CCB	EXT149	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-105714	VIB-CCB	scrEXT149_mm10_S13_L001	SAMEA7853380	sequencing assay	ERX4978544	scrEXT149_mm10_S13_L001.bam	scrEXT149_mm10_S13_L001.bam	ERR5173690	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR517/ERR5173690/scrEXT149_mm10_S13_L001.bam	scrEXT149_mm10_S13_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT149_mm10_S13_L001_R1_001.fastq.gz	scrEXT149_mm10_S13_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT149_mm10_S13_L001_R2_001.fastq.gz	scrEXT149_mm10_S13_L001_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT149_mm10_S13_L001_I1_001.fastq.gz	none	9 to 11	week
EXT149	ERS5599859	SAMEA7853380	Mus musculus	C57BL/6J	EXT149	male	9 to 11	week	EFO	UO_0000003	adult	pituitary gland	anterior pituitary	GH+/+;R26iDTR/+	none	cell	P-MTAB-105715	KU Leuven	P-MTAB-105716	KU Leuven	P-MTAB-105717	KU Leuven	P-MTAB-105712	VIB-CCB	P-MTAB-105713	VIB-CCB	EXT149	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-105714	VIB-CCB	scrEXT149_mm10_S13_L002	SAMEA7853380	sequencing assay	ERX4978544	scrEXT149_mm10_S13_L002.bam	scrEXT149_mm10_S13_L002.bam	ERR5173691	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR517/ERR5173691/scrEXT149_mm10_S13_L002.bam	scrEXT149_mm10_S13_L002_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT149_mm10_S13_L002_R1_001.fastq.gz	scrEXT149_mm10_S13_L002_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT149_mm10_S13_L002_R2_001.fastq.gz	scrEXT149_mm10_S13_L002_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT149_mm10_S13_L002_I1_001.fastq.gz	none	9 to 11	week
EXT149	ERS5599859	SAMEA7853380	Mus musculus	C57BL/6J	EXT149	male	9 to 11	week	EFO	UO_0000003	adult	pituitary gland	anterior pituitary	GH+/+;R26iDTR/+	none	cell	P-MTAB-105715	KU Leuven	P-MTAB-105716	KU Leuven	P-MTAB-105717	KU Leuven	P-MTAB-105712	VIB-CCB	P-MTAB-105713	VIB-CCB	EXT149	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-105714	VIB-CCB	scrEXT149_mm10_S18_L001	SAMEA7853380	sequencing assay	ERX4978544	scrEXT149_mm10_S18_L001.bam	scrEXT149_mm10_S18_L001.bam	ERR5173692	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR517/ERR5173692/scrEXT149_mm10_S18_L001.bam	scrEXT149_mm10_S18_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT149_mm10_S18_L001_R1_001.fastq.gz	scrEXT149_mm10_S18_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT149_mm10_S18_L001_R2_001.fastq.gz	scrEXT149_mm10_S18_L001_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT149_mm10_S18_L001_I1_001.fastq.gz	none	9 to 11	week
EXT149	ERS5599859	SAMEA7853380	Mus musculus	C57BL/6J	EXT149	male	9 to 11	week	EFO	UO_0000003	adult	pituitary gland	anterior pituitary	GH+/+;R26iDTR/+	none	cell	P-MTAB-105715	KU Leuven	P-MTAB-105716	KU Leuven	P-MTAB-105717	KU Leuven	P-MTAB-105712	VIB-CCB	P-MTAB-105713	VIB-CCB	EXT149	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-105714	VIB-CCB	scrEXT149_mm10_S18_L002	SAMEA7853380	sequencing assay	ERX4978544	scrEXT149_mm10_S18_L002.bam	scrEXT149_mm10_S18_L002.bam	ERR5173693	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR517/ERR5173693/scrEXT149_mm10_S18_L002.bam	scrEXT149_mm10_S18_L002_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT149_mm10_S18_L002_R1_001.fastq.gz	scrEXT149_mm10_S18_L002_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT149_mm10_S18_L002_R2_001.fastq.gz	scrEXT149_mm10_S18_L002_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT149_mm10_S18_L002_I1_001.fastq.gz	none	9 to 11	week
EXT149	ERS5599859	SAMEA7853380	Mus musculus	C57BL/6J	EXT149	male	9 to 11	week	EFO	UO_0000003	adult	pituitary gland	anterior pituitary	GH+/+;R26iDTR/+	none	cell	P-MTAB-105715	KU Leuven	P-MTAB-105716	KU Leuven	P-MTAB-105717	KU Leuven	P-MTAB-105712	VIB-CCB	P-MTAB-105713	VIB-CCB	EXT149	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-105714	VIB-CCB	scrEXT149_mm10_S32_L001	SAMEA7853380	sequencing assay	ERX4978544	scrEXT149_mm10_S32_L001.bam	scrEXT149_mm10_S32_L001.bam	ERR5173694	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR517/ERR5173694/scrEXT149_mm10_S32_L001.bam	scrEXT149_mm10_S32_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT149_mm10_S32_L001_R1_001.fastq.gz	scrEXT149_mm10_S32_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT149_mm10_S32_L001_R2_001.fastq.gz	scrEXT149_mm10_S32_L001_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT149_mm10_S32_L001_I1_001.fastq.gz	none	9 to 11	week
EXT149	ERS5599859	SAMEA7853380	Mus musculus	C57BL/6J	EXT149	male	9 to 11	week	EFO	UO_0000003	adult	pituitary gland	anterior pituitary	GH+/+;R26iDTR/+	none	cell	P-MTAB-105715	KU Leuven	P-MTAB-105716	KU Leuven	P-MTAB-105717	KU Leuven	P-MTAB-105712	VIB-CCB	P-MTAB-105713	VIB-CCB	EXT149	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-105714	VIB-CCB	scrEXT149_mm10_S32_L002	SAMEA7853380	sequencing assay	ERX4978544	scrEXT149_mm10_S32_L002.bam	scrEXT149_mm10_S32_L002.bam	ERR5173695	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR517/ERR5173695/scrEXT149_mm10_S32_L002.bam	scrEXT149_mm10_S32_L002_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT149_mm10_S32_L002_R1_001.fastq.gz	scrEXT149_mm10_S32_L002_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT149_mm10_S32_L002_R2_001.fastq.gz	scrEXT149_mm10_S32_L002_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT149_mm10_S32_L002_I1_001.fastq.gz	none	9 to 11	week
EXT149	ERS5599859	SAMEA7853380	Mus musculus	C57BL/6J	EXT149	male	9 to 11	week	EFO	UO_0000003	adult	pituitary gland	anterior pituitary	GH+/+;R26iDTR/+	none	cell	P-MTAB-105715	KU Leuven	P-MTAB-105716	KU Leuven	P-MTAB-105717	KU Leuven	P-MTAB-105712	VIB-CCB	P-MTAB-105713	VIB-CCB	EXT149	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-105714	VIB-CCB	scrEXT149_mm10_S32_L003	SAMEA7853380	sequencing assay	ERX4978544	scrEXT149_mm10_S32_L003.bam	scrEXT149_mm10_S32_L003.bam	ERR5173696	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR517/ERR5173696/scrEXT149_mm10_S32_L003.bam	scrEXT149_mm10_S32_L003_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT149_mm10_S32_L003_R1_001.fastq.gz	scrEXT149_mm10_S32_L003_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT149_mm10_S32_L003_R2_001.fastq.gz	scrEXT149_mm10_S32_L003_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT149_mm10_S32_L003_I1_001.fastq.gz	none	9 to 11	week
EXT149	ERS5599859	SAMEA7853380	Mus musculus	C57BL/6J	EXT149	male	9 to 11	week	EFO	UO_0000003	adult	pituitary gland	anterior pituitary	GH+/+;R26iDTR/+	none	cell	P-MTAB-105715	KU Leuven	P-MTAB-105716	KU Leuven	P-MTAB-105717	KU Leuven	P-MTAB-105712	VIB-CCB	P-MTAB-105713	VIB-CCB	EXT149	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-105714	VIB-CCB	scrEXT149_mm10_S32_L004	SAMEA7853380	sequencing assay	ERX4978544	scrEXT149_mm10_S32_L004.bam	scrEXT149_mm10_S32_L004.bam	ERR5173697	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR517/ERR5173697/scrEXT149_mm10_S32_L004.bam	scrEXT149_mm10_S32_L004_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT149_mm10_S32_L004_R1_001.fastq.gz	scrEXT149_mm10_S32_L004_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT149_mm10_S32_L004_R2_001.fastq.gz	scrEXT149_mm10_S32_L004_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10021/scrEXT149_mm10_S32_L004_I1_001.fastq.gz	none	9 to 11	week
